Plant_ID,Location,Energy_Source,Timestamp,Year,Month,Day,Hour,Installed_Capacity_MW,Energy_Produced_MWh,Efficiency_%,Temperature_C,Wind_Speed_mps,Solar_Irradiance_Wm2,Downtime_Hours,Maintenance_Cost,Voltage_V,Current_A,Power_Factor,Frequency_Hz,Humidity_%,Pressure_hPa,Grid_Status,Outage_Events
P2,Karnataka,Hydro,2024-03-18 00:00:00,2024,3,18,0,274.07,125.89,45.93,44.8,8.53,538.52,0.38,8356.24,220.34,96.25,0.98,49.84,60.05,966.96,Active,0
P5,Rajasthan,Solar,2024-03-18 01:00:00,2024,3,18,1,316.63,32.55,10.28,27.43,18.73,979.26,2.17,1340.43,225.39,81.53,0.97,49.94,87.38,957.01,Active,3
P3,Tamil Nadu,Hydro,2024-03-18 02:00:00,2024,3,18,2,467.94,372.59,79.62,20.74,13.61,718.23,4.26,211.34,233.85,60.42,0.92,49.69,79.56,1034.2,Inactive,1
P4,Gujarat,Solar,2024-03-18 03:00:00,2024,3,18,3,82.06,13.58,16.55,37.13,15.25,313.68,4.8,5225.17,230.05,68.41,0.87,49.62,89.97,999.14,Active,2
P3,Rajasthan,Hydro,2024-03-18 04:00:00,2024,3,18,4,156.52,14.28,9.12,19.54,1.14,661.75,4.79,9923.47,238.31,29.55,0.9,50.34,45.97,1010.46,Active,1
P3,Tamil Nadu,Solar,2024-03-18 05:00:00,2024,3,18,5,368.86,225.11,61.03,23.33,5.76,111.48,1.43,3559.69,222.04,75.58,0.93,50.43,60.35,993.13,Active,3
P5,Karnataka,Wind,2024-03-18 06:00:00,2024,3,18,6,279.54,143,51.16,25.04,14.77,442.3,1.14,5978.73,219.73,73.87,0.94,50.25,28.53,1035.68,Active,1
P2,Maharashtra,Wind,2024-03-18 07:00:00,2024,3,18,7,497.81,175.29,35.21,25.08,14,524.78,1.25,6895.64,224.35,17.7,0.93,49.98,71.21,975.15,Inactive,3
P3,Tamil Nadu,Wind,2024-03-18 08:00:00,2024,3,18,8,203.92,89.56,43.92,16.64,17.21,5.75,3,9716.4,224.83,44.69,0.95,49.5,84.27,1042.22,Inactive,0
P4,Rajasthan,Hydro,2024-03-18 09:00:00,2024,3,18,9,241.51,62.11,25.72,32.11,11.78,889.67,1.54,7400.77,233.41,63.87,0.73,50.01,72.46,954.85,Active,2
P4,Maharashtra,Wind,2024-03-18 10:00:00,2024,3,18,10,130.22,35.57,27.32,41.78,5.38,199.2,2.03,5360.72,234.82,14.21,0.83,50.28,90.62,992.18,Inactive,0
P1,Maharashtra,Wind,2024-03-18 11:00:00,2024,3,18,11,200.6,131.19,65.4,17.02,6.34,302.24,2.48,3793,235.76,74.75,0.79,50.11,23.17,1034,Active,2
P5,Gujarat,Hydro,2024-03-18 12:00:00,2024,3,18,12,216.66,149,68.77,26.66,3.88,914.65,2.23,793.46,216.69,68.23,0.93,50,98.32,1044.57,Inactive,1
P5,Karnataka,Hydro,2024-03-18 13:00:00,2024,3,18,13,418.26,357.87,85.56,32.6,13.87,914.47,2.95,3048.74,218.26,10.17,0.76,50.04,90.99,952.47,Inactive,3
P2,Maharashtra,Wind,2024-03-18 14:00:00,2024,3,18,14,190.66,34.67,18.18,15.12,10.47,89.88,4.35,3403.58,232.41,74.42,0.94,50.42,97.49,953.8,Inactive,0
P5,Rajasthan,Hydro,2024-03-18 15:00:00,2024,3,18,15,371.4,16.41,4.42,19.24,8.71,570.77,4.61,9507.29,211.75,74.1,0.84,49.55,43.62,1009.24,Active,0
P1,Karnataka,Hydro,2024-03-18 16:00:00,2024,3,18,16,242.64,193.97,79.94,29.67,1.77,270.35,0.6,7293.25,214.52,14.36,0.83,50.27,76.05,952.65,Inactive,3
P1,Tamil Nadu,Solar,2024-03-18 17:00:00,2024,3,18,17,141.04,60.62,42.98,33.31,4.13,851.47,4.82,9938.46,212.01,52,0.89,49.71,58.59,987.23,Active,3
P3,Gujarat,Solar,2024-03-18 18:00:00,2024,3,18,18,67.85,27.22,40.12,29.55,8.84,832.67,3.31,8118.75,213.68,54.48,0.98,49.57,46.47,1027.27,Active,3
P2,Rajasthan,Wind,2024-03-18 19:00:00,2024,3,18,19,180.97,167.37,92.48,27.73,13.96,345.37,1.04,9696.71,223.63,16.51,0.75,49.94,21.01,1027.56,Inactive,3
P2,Karnataka,Solar,2024-03-18 20:00:00,2024,3,18,20,157.83,35.49,22.49,32.2,0.72,10.51,4.13,605.54,216.97,23.41,0.82,50.35,56.58,1013.57,Inactive,2
P1,Tamil Nadu,Hydro,2024-03-18 21:00:00,2024,3,18,21,234.63,232.31,99.01,29.3,10.72,101.06,2.63,9840.69,232.94,22.03,0.71,50.29,68.8,955.35,Inactive,1
P4,Rajasthan,Hydro,2024-03-18 22:00:00,2024,3,18,22,162.23,38.7,23.86,33.21,0.76,701.73,2.15,4976.43,211.28,70.51,0.74,49.75,43.96,1025.36,Active,1
P3,Rajasthan,Solar,2024-03-18 23:00:00,2024,3,18,23,437.8,169.9,38.81,31.23,3.01,635.2,1.99,9630.21,222.28,61.51,0.89,50.2,72.7,1042.1,Active,0
P5,Maharashtra,Solar,2024-03-19 00:00:00,2024,3,19,0,161.08,30.21,18.75,28.71,17.95,649.61,4.79,8455.93,236.61,35.01,0.85,49.89,61.56,1033.5,Inactive,3
P2,Tamil Nadu,Hydro,2024-03-19 01:00:00,2024,3,19,1,213.25,23.81,11.17,26.92,11.98,742.92,4.1,3045.24,215.2,19.75,0.93,50.4,55.07,1005.67,Active,0
P5,Tamil Nadu,Solar,2024-03-19 02:00:00,2024,3,19,2,254.87,44.57,17.49,15.05,11.84,179.58,4.82,5063.77,223.61,21.1,0.76,50.39,70.09,1015.09,Inactive,2
P3,Gujarat,Wind,2024-03-19 03:00:00,2024,3,19,3,252.77,154.12,60.97,32.9,1.42,739.64,4.8,3351.12,212.87,59.72,0.95,50.32,29.77,987.72,Active,3
P5,Maharashtra,Hydro,2024-03-19 04:00:00,2024,3,19,4,287.18,192.05,66.87,35.36,1.56,275.81,0.8,1783.53,218.27,16.83,0.71,50.01,72.64,973.58,Inactive,0
P3,Karnataka,Hydro,2024-03-19 05:00:00,2024,3,19,5,491.82,338.62,68.85,44.23,0.29,19.42,1.84,1717.71,215.11,46.34,0.98,49.55,40.04,984.69,Active,0
P2,Gujarat,Solar,2024-03-19 06:00:00,2024,3,19,6,499.16,251.48,50.38,31.4,10.84,450.52,0.87,3250.75,212.3,87.91,0.75,50.34,62.12,1042.51,Inactive,2
P4,Maharashtra,Wind,2024-03-19 07:00:00,2024,3,19,7,471.55,461.3,97.83,18.75,18.39,894.25,2.71,2292.27,236.94,64.31,0.76,50.27,21.28,984.89,Active,3
P2,Gujarat,Solar,2024-03-19 08:00:00,2024,3,19,8,239.6,166.17,69.35,15.93,15.06,582.4,3.25,9514.05,211.44,80.83,0.84,49.95,81.43,994.72,Active,2
P2,Rajasthan,Hydro,2024-03-19 09:00:00,2024,3,19,9,220.33,28.54,12.95,20.53,15.15,247.27,0.77,7332.3,231.76,97.85,0.76,49.75,64.58,1002.65,Inactive,3
P2,Gujarat,Solar,2024-03-19 10:00:00,2024,3,19,10,324.51,251.82,77.6,29.83,15.56,477.39,2.97,4866.26,236.68,94.14,0.7,50.05,90.44,1001.2,Active,3
P2,Gujarat,Hydro,2024-03-19 11:00:00,2024,3,19,11,340.22,68.68,20.19,28.27,9.03,521.97,3.94,6642.26,229.38,97.82,0.84,50.14,80.54,1027.68,Active,3
P2,Gujarat,Hydro,2024-03-19 12:00:00,2024,3,19,12,386.24,121.14,31.36,37.51,4.48,485.43,0.17,400.91,219.04,31.76,0.83,50.11,58.56,995.55,Inactive,3
P1,Tamil Nadu,Wind,2024-03-19 13:00:00,2024,3,19,13,197.5,122.55,62.05,23.36,13.24,45.95,4.64,8497.81,228.06,60.8,0.75,49.63,52.16,1041.87,Inactive,0
P4,Karnataka,Hydro,2024-03-19 14:00:00,2024,3,19,14,73.15,59.23,80.97,24.87,5.25,401.79,2,4580.32,234.03,59.73,0.92,49.75,99.05,1012.31,Inactive,3
P4,Rajasthan,Solar,2024-03-19 15:00:00,2024,3,19,15,356.48,116.51,32.68,20.03,14.57,527.55,1.78,1989.08,232.33,27.61,0.88,50.18,81.73,966.31,Active,3
P1,Karnataka,Solar,2024-03-19 16:00:00,2024,3,19,16,212.21,39.07,18.41,27.74,1.14,230.54,4.23,3536.08,219.48,57.54,0.8,49.71,89.54,1000.07,Inactive,0
P5,Gujarat,Wind,2024-03-19 17:00:00,2024,3,19,17,406.23,16.08,3.96,23.03,6.75,358.49,3.88,7150.51,213.24,13.65,0.81,49.95,23.9,974.72,Inactive,3
P4,Maharashtra,Wind,2024-03-19 18:00:00,2024,3,19,18,421.54,201.12,47.71,32.39,7.99,763.31,2.68,9583.25,232.4,69.02,0.76,50.44,46.3,980.23,Inactive,3
P4,Rajasthan,Wind,2024-03-19 19:00:00,2024,3,19,19,460.9,424.61,92.13,37.34,11.86,391.52,1.7,8901.87,222.33,27.45,0.84,50,60.08,1013.95,Active,2
P4,Karnataka,Wind,2024-03-19 20:00:00,2024,3,19,20,470.83,417.62,88.7,44.46,7.38,959.12,4.28,4130.81,220.48,79.78,0.81,50.3,64.23,950.99,Active,2
P1,Rajasthan,Hydro,2024-03-19 21:00:00,2024,3,19,21,316.99,117.64,37.11,22.01,0.18,38.54,3.3,8395.21,230.56,10.52,0.71,50.35,72.02,994.59,Active,1
P1,Karnataka,Solar,2024-03-19 22:00:00,2024,3,19,22,68.46,16.64,24.31,42.28,14.44,239.59,2.31,4359.95,222.74,22.52,0.81,50.48,68.06,1021.44,Active,3
P4,Tamil Nadu,Solar,2024-03-19 23:00:00,2024,3,19,23,260.84,66.81,25.61,27.54,3.66,926.11,2.93,9689.18,239.94,10.51,0.73,50.29,82.59,952.44,Active,2
P3,Tamil Nadu,Wind,2024-03-20 00:00:00,2024,3,20,0,100.13,69.56,69.47,19.51,19.31,186.96,2.87,5803.18,216.22,18.02,0.96,49.66,32.63,1041.33,Inactive,3
P1,Rajasthan,Hydro,2024-03-20 01:00:00,2024,3,20,1,429.16,118.67,27.65,31.08,3.03,628.55,4.71,8681.2,232.25,84.94,0.98,49.94,92.65,1007.38,Active,1
P3,Karnataka,Wind,2024-03-20 02:00:00,2024,3,20,2,323.4,131,40.51,23.12,13.09,151.7,1.39,6316.09,216.72,20.4,0.82,49.79,28.34,1024.78,Inactive,3
P2,Rajasthan,Wind,2024-03-20 03:00:00,2024,3,20,3,81.81,35.51,43.41,22.47,10.03,516.41,2.62,9989.07,226.81,93.02,0.97,49.9,54.05,989.9,Inactive,1
P2,Karnataka,Wind,2024-03-20 04:00:00,2024,3,20,4,342.9,305.43,89.07,21.82,3.46,174.69,0.29,379.23,213.2,16.98,0.8,50.13,64.11,1017.81,Active,2
P2,Gujarat,Hydro,2024-03-20 05:00:00,2024,3,20,5,217.34,39.36,18.11,29.27,9.45,420.67,4.96,8396.53,238.71,20.55,0.96,49.68,93.81,1041.14,Active,2
P3,Tamil Nadu,Wind,2024-03-20 06:00:00,2024,3,20,6,362.64,78.95,21.77,34.78,6.52,209.19,1.4,631.72,224.78,74.67,0.92,50.27,37.53,1002.41,Inactive,3
P2,Rajasthan,Wind,2024-03-20 07:00:00,2024,3,20,7,355.32,273.58,77,16.2,9.94,937.22,4.95,7674.94,216.36,90.07,0.99,49.59,97.77,992.15,Inactive,2
P1,Tamil Nadu,Solar,2024-03-20 08:00:00,2024,3,20,8,436.44,427.74,98.01,32.93,12.8,766.03,1.94,5154,233.54,94.36,0.96,49.99,38.35,996.56,Inactive,0
P3,Maharashtra,Solar,2024-03-20 09:00:00,2024,3,20,9,226.15,138.6,61.29,27.98,3.75,374.41,3.41,3077.69,239.88,11.14,0.85,50.13,50.89,1028.93,Inactive,3
P3,Rajasthan,Hydro,2024-03-20 10:00:00,2024,3,20,10,170.29,50,29.36,20.38,10.06,11.31,2.73,926.81,237.09,56.93,0.7,49.89,74.52,1029.76,Active,1
P4,Rajasthan,Hydro,2024-03-20 11:00:00,2024,3,20,11,272.19,46.54,17.1,19.33,14.49,151.15,1.64,3911.1,224.6,93.15,0.88,50.48,73.54,996.7,Active,0
P5,Maharashtra,Solar,2024-03-20 12:00:00,2024,3,20,12,225.07,222.32,98.78,33.37,14.33,298.59,1.59,4253.9,226.59,55.46,0.86,50.24,63.53,950.68,Inactive,3
P4,Karnataka,Hydro,2024-03-20 13:00:00,2024,3,20,13,463.63,406.56,87.69,38.88,9.8,288.78,4.34,4442.62,222.96,95.71,0.82,50.17,33.36,992.99,Active,1
P1,Gujarat,Wind,2024-03-20 14:00:00,2024,3,20,14,235.56,181.01,76.84,30.95,9.59,890.24,3.26,4226.61,237.36,93.45,0.87,50.49,73.45,974.74,Inactive,2
P5,Karnataka,Wind,2024-03-20 15:00:00,2024,3,20,15,262.64,185.26,70.54,16.91,3.03,109.09,0.85,2382.86,232.18,97.88,0.72,49.77,80.16,1039.15,Inactive,1
P1,Karnataka,Hydro,2024-03-20 16:00:00,2024,3,20,16,499.21,215.1,43.09,36.54,5.3,69.92,0.81,1282.74,221.4,93.25,0.97,49.87,87.49,1015.87,Active,0
P3,Maharashtra,Solar,2024-03-20 17:00:00,2024,3,20,17,350.49,231.77,66.13,25.19,14.04,494.22,3.09,7194.23,229.75,57.39,0.98,50.11,26.38,998.6,Inactive,0
P2,Karnataka,Wind,2024-03-20 18:00:00,2024,3,20,18,233.14,175.08,75.1,42.91,8.12,340.76,2.61,1571.19,212.5,86.82,0.71,49.65,25.23,978.44,Active,0
P1,Rajasthan,Wind,2024-03-20 19:00:00,2024,3,20,19,218.96,60.36,27.57,29.23,16.75,685.97,2.78,8949.04,216.13,67.02,0.81,49.88,24.77,984.6,Active,0
P5,Karnataka,Hydro,2024-03-20 20:00:00,2024,3,20,20,219.34,136.82,62.38,39.96,13.76,295.48,0.93,1838.14,216.28,47.21,0.96,50.16,62.16,1019.86,Active,1
P2,Rajasthan,Solar,2024-03-20 21:00:00,2024,3,20,21,307.31,305.64,99.46,23.3,8.99,342.41,0.44,2333.31,224.61,21.25,0.83,50.06,83.92,979.63,Inactive,2
P3,Rajasthan,Wind,2024-03-20 22:00:00,2024,3,20,22,137.36,119.34,86.88,38.74,16.24,753.57,2.16,7068.75,216.03,45.41,0.7,49.89,86.16,950.7,Active,1
P4,Tamil Nadu,Solar,2024-03-20 23:00:00,2024,3,20,23,239.37,49.26,20.58,39.91,1.19,917.7,0,9307.16,238.54,59.88,0.79,50.12,97.72,977.71,Inactive,2
P4,Tamil Nadu,Wind,2024-03-21 00:00:00,2024,3,21,0,120.65,57.63,47.77,17.95,3.71,452.02,3.1,9956.67,219.35,65.24,0.86,49.57,21.56,992.99,Active,0
P4,Gujarat,Hydro,2024-03-21 01:00:00,2024,3,21,1,59.51,28.93,48.61,22.17,19.19,961.17,0.49,7758.02,238.01,49.04,0.75,50.24,36.49,1033.94,Inactive,3
P5,Tamil Nadu,Hydro,2024-03-21 02:00:00,2024,3,21,2,167.74,66.38,39.57,38.81,0.02,140.06,1.61,9773.22,239.27,89.33,0.85,49.77,28.38,995.08,Inactive,1
P1,Gujarat,Wind,2024-03-21 03:00:00,2024,3,21,3,293.35,194.89,66.44,25.27,13.88,865.14,3.19,5698.18,225.85,91.75,0.98,50.04,42.14,1046.27,Inactive,1
P2,Maharashtra,Hydro,2024-03-21 04:00:00,2024,3,21,4,276.48,16.17,5.85,39.3,3.89,825.79,1.5,2523.97,220.86,16.87,0.85,50.38,96.31,1003.74,Inactive,3
P5,Karnataka,Wind,2024-03-21 05:00:00,2024,3,21,5,287.02,52.05,18.13,16.31,7.77,150.88,3.39,9278.25,236.11,44.87,0.96,49.56,52.55,984.94,Inactive,3
P1,Karnataka,Hydro,2024-03-21 06:00:00,2024,3,21,6,215.24,161.99,75.26,39.59,3.95,196.21,1.42,8237.86,235.08,81.52,0.8,49.52,91.91,1012.21,Inactive,3
P5,Karnataka,Hydro,2024-03-21 07:00:00,2024,3,21,7,336.58,270.31,80.31,23.85,5.94,823.76,4.43,4489.73,211.52,43.98,0.77,50.42,91.16,1041.23,Active,0
P5,Karnataka,Solar,2024-03-21 08:00:00,2024,3,21,8,198.07,57.48,29.02,33.13,7.34,81.92,1.25,4154.19,219.59,22.91,0.94,50.34,85.17,1041.06,Inactive,2
P2,Karnataka,Hydro,2024-03-21 09:00:00,2024,3,21,9,417.28,166.37,39.87,24.39,8.01,911.48,4.02,1444.88,235.52,33.62,0.94,50.07,61.16,1039.18,Inactive,0
P2,Karnataka,Hydro,2024-03-21 10:00:00,2024,3,21,10,322.26,68.34,21.21,39.5,5.91,403.32,1.48,8109.68,233.01,46.38,0.83,50.43,76.27,1041.34,Inactive,2
P1,Maharashtra,Hydro,2024-03-21 11:00:00,2024,3,21,11,308.49,296.27,96.04,25.49,2.8,661.28,3.86,3717.92,212.53,32.41,0.91,49.53,73.53,1024.74,Inactive,2
P3,Karnataka,Wind,2024-03-21 12:00:00,2024,3,21,12,463.83,360.63,77.75,44.14,2.33,942.23,4.72,520.17,232.98,47,0.8,49.55,37.64,1039.7,Inactive,1
P3,Gujarat,Hydro,2024-03-21 13:00:00,2024,3,21,13,58.88,24.38,41.41,37.91,6.89,484.49,0.76,5927.24,239.57,12.13,0.74,50.49,24.97,993.06,Inactive,1
P4,Rajasthan,Solar,2024-03-21 14:00:00,2024,3,21,14,222.14,88.15,39.68,24.69,11.11,407.09,2.97,815.07,212.62,80.41,0.82,50.32,27.22,1038.26,Active,1
P1,Rajasthan,Wind,2024-03-21 15:00:00,2024,3,21,15,393.67,190.8,48.47,28.5,11.38,501.32,4.25,8036.94,226.06,12.99,0.77,49.65,46.91,973.07,Active,3
P3,Maharashtra,Wind,2024-03-21 16:00:00,2024,3,21,16,75.99,25.84,34,20.33,1.77,417.8,1.76,9305.04,233.27,18.63,0.73,50.21,43.9,990.89,Active,0
P4,Karnataka,Wind,2024-03-21 17:00:00,2024,3,21,17,299.22,234.47,78.36,35.96,6.17,459.45,0.86,5520.75,227.71,58.84,0.88,50.49,95.93,969.6,Active,2
P1,Rajasthan,Wind,2024-03-21 18:00:00,2024,3,21,18,405.37,154.89,38.21,30.03,5.11,459.44,2.57,505.53,219.7,60.13,0.8,49.84,68.51,1018.87,Inactive,1
P3,Rajasthan,Solar,2024-03-21 19:00:00,2024,3,21,19,55.85,29.02,51.96,21.9,12.14,272.97,4.94,7178.65,215.4,81.41,0.86,50.48,87.62,1017.23,Inactive,0
P3,Rajasthan,Solar,2024-03-21 20:00:00,2024,3,21,20,103.91,68.01,65.45,26.83,16.02,836.1,1.47,3161.83,218.83,58.28,0.85,49.57,73.46,1045.3,Inactive,2
P1,Rajasthan,Wind,2024-03-21 21:00:00,2024,3,21,21,148.63,111.33,74.9,17.95,16.8,430.72,2.21,377.7,212.48,50.23,0.78,49.53,46.41,994.41,Inactive,1
P2,Tamil Nadu,Solar,2024-03-21 22:00:00,2024,3,21,22,50.4,44.95,89.19,38.75,4.26,176.11,2.08,5332.63,229.25,99.48,0.91,49.97,72.69,974.18,Active,3
P1,Gujarat,Solar,2024-03-21 23:00:00,2024,3,21,23,324.45,144.29,44.47,30.48,8.63,49.98,2.44,4698.28,234.53,99.98,0.88,50.11,53.71,989.04,Inactive,3
P2,Tamil Nadu,Solar,2024-03-22 00:00:00,2024,3,22,0,376.4,120.46,32,15.79,6.68,682.41,1.47,6418.1,217.42,17.85,0.78,50.4,87.28,994.47,Inactive,2
P1,Gujarat,Wind,2024-03-22 01:00:00,2024,3,22,1,166.5,132.3,79.46,28.07,9.04,505.86,2.73,6344.38,222.57,24.98,0.97,49.61,73.55,1025.16,Active,1
P5,Maharashtra,Hydro,2024-03-22 02:00:00,2024,3,22,2,142.52,44.97,31.55,35.11,0.62,608.6,2.17,7899.19,222.74,71.68,0.94,49.56,55.39,982.95,Inactive,0
P5,Karnataka,Hydro,2024-03-22 03:00:00,2024,3,22,3,491.23,265.95,54.14,31.59,13.41,824.99,2.26,8419.17,236.19,33.09,0.77,49.71,81.73,997.96,Active,1
P5,Rajasthan,Solar,2024-03-22 04:00:00,2024,3,22,4,271.52,225.47,83.04,43.1,6.3,657.48,2.16,2940.93,228.72,28.01,0.96,49.54,38.78,1013.09,Inactive,3
P3,Rajasthan,Hydro,2024-03-22 05:00:00,2024,3,22,5,275.26,112.78,40.97,44.9,12.72,890.46,4.87,6742.84,211.9,40.35,0.76,49.95,36.34,1007.56,Active,1
P2,Karnataka,Hydro,2024-03-22 06:00:00,2024,3,22,6,285.96,74.62,26.09,41.31,3.54,220.26,2.67,7153.28,224.48,11.3,0.97,50.26,77.11,978.64,Inactive,3
P4,Tamil Nadu,Solar,2024-03-22 07:00:00,2024,3,22,7,52.76,41.43,78.53,23.78,7.11,983.74,3.59,4825.98,219.77,73.56,0.93,50.41,23.02,1010.19,Active,3
P2,Karnataka,Hydro,2024-03-22 08:00:00,2024,3,22,8,307.12,156.17,50.85,35.61,18.28,633.76,2.54,1382.33,221.08,71.7,0.88,49.87,81.63,984.75,Active,1
P3,Maharashtra,Hydro,2024-03-22 09:00:00,2024,3,22,9,258,42.26,16.38,20.98,11.53,108.42,3.26,8684.43,221.36,14.08,0.79,49.79,38.61,981.88,Inactive,0
P5,Gujarat,Hydro,2024-03-22 10:00:00,2024,3,22,10,282.93,155.93,55.11,16.22,16.98,311.04,3.81,9478.92,225.08,83.13,0.77,50.11,97.49,1015.41,Inactive,3
P4,Rajasthan,Solar,2024-03-22 11:00:00,2024,3,22,11,489.72,48.73,9.95,15.17,3.08,958.12,0.05,5722.45,220.47,90.24,0.97,50.25,70.36,967.22,Inactive,2
P1,Maharashtra,Hydro,2024-03-22 12:00:00,2024,3,22,12,57.18,39.46,69.01,43.85,5.37,722.99,0.32,7575.52,225.58,57.92,0.85,50.36,34.41,954.99,Inactive,0
P2,Gujarat,Wind,2024-03-22 13:00:00,2024,3,22,13,296.21,229.28,77.4,20.52,8.16,140.03,2.91,4317.83,234.22,96.56,0.91,49.63,73.09,992.29,Active,2
P1,Maharashtra,Wind,2024-03-22 14:00:00,2024,3,22,14,305.65,93.31,30.53,16.18,7.1,802.72,1.6,8402.97,238.19,24.38,0.93,49.94,91.69,975.32,Active,2
P4,Maharashtra,Hydro,2024-03-22 15:00:00,2024,3,22,15,307.96,66.1,21.46,36.59,14.71,324.78,0.4,6123.49,229.31,74.3,0.83,49.74,66.01,975.08,Inactive,2
P5,Gujarat,Wind,2024-03-22 16:00:00,2024,3,22,16,489.01,125.25,25.61,23.76,15.22,734.83,3.2,105.24,227.54,50.36,0.99,49.62,45.82,993.63,Inactive,3
P3,Rajasthan,Wind,2024-03-22 17:00:00,2024,3,22,17,444.11,29.12,6.56,23.25,14.94,560.8,1.08,2607.66,231.57,28.02,0.9,49.57,75.49,1023.84,Inactive,1
P5,Maharashtra,Hydro,2024-03-22 18:00:00,2024,3,22,18,111.91,75.78,67.72,36.95,7.78,718.21,1.72,2104.43,212.84,78.94,0.93,50.44,68.25,990.53,Inactive,1
P3,Gujarat,Solar,2024-03-22 19:00:00,2024,3,22,19,186.47,160.74,86.2,27.15,17.33,197.82,2.87,8616.01,230.15,73.92,0.71,49.55,70.37,974.96,Active,2
P2,Karnataka,Hydro,2024-03-22 20:00:00,2024,3,22,20,175.93,57.63,32.76,15.93,12.92,206.67,4.71,8933.93,223.22,34.47,0.97,50.38,30.65,954.93,Active,3
P2,Tamil Nadu,Hydro,2024-03-22 21:00:00,2024,3,22,21,289.15,146.35,50.61,26.88,5.77,121.99,4.16,5791.05,233.7,67.27,0.78,50.32,46.54,953.63,Inactive,3
P2,Rajasthan,Hydro,2024-03-22 22:00:00,2024,3,22,22,363.24,171.28,47.15,18.38,10.07,303.82,0.14,9873.03,214.38,38.11,0.96,50.26,36.67,1049.53,Inactive,2
P5,Rajasthan,Hydro,2024-03-22 23:00:00,2024,3,22,23,414.13,241.77,58.38,24.73,4.09,247.93,2.66,9258.36,232.74,56.92,0.79,50.24,84.27,978.25,Active,1
P1,Karnataka,Wind,2024-03-23 00:00:00,2024,3,23,0,279.22,194.24,69.57,24.25,15.09,174.84,3.34,8701.21,210.52,69.86,0.71,50.33,74.65,965.41,Inactive,2
P5,Maharashtra,Solar,2024-03-23 01:00:00,2024,3,23,1,58.25,24.07,41.32,36.13,3.07,825.86,2.64,9686.73,229.86,96.88,0.88,49.61,23.12,1030.93,Inactive,1
P5,Tamil Nadu,Solar,2024-03-23 02:00:00,2024,3,23,2,248.62,53.1,21.36,24.12,15.6,952.97,3.43,8944.45,217.74,31.6,0.92,49.65,42.46,1021.88,Inactive,1
P3,Rajasthan,Wind,2024-03-23 03:00:00,2024,3,23,3,142.79,118.46,82.96,29.27,18.73,725.53,2.63,2552.31,236.85,61.37,0.92,50.23,69.21,1045.6,Inactive,3
P5,Gujarat,Wind,2024-03-23 04:00:00,2024,3,23,4,54.74,12.57,22.96,27.6,3.69,874.82,0.28,4978.17,217.91,74.42,0.72,50.24,42.37,981.51,Inactive,3
P2,Maharashtra,Solar,2024-03-23 05:00:00,2024,3,23,5,462.6,217.41,47,42.69,19.29,199.32,2.92,1458.71,238.16,46.61,0.73,49.51,33.6,1006.5,Active,2
P4,Tamil Nadu,Hydro,2024-03-23 06:00:00,2024,3,23,6,443.95,218.62,49.24,19.49,5.67,791.04,2.5,4013.7,224.07,31.87,0.89,50.13,91.3,1023.73,Active,1
P3,Karnataka,Wind,2024-03-23 07:00:00,2024,3,23,7,477.21,434.21,90.99,35.71,7.85,432.78,2.43,6455.19,234.65,34.15,0.84,49.93,38.76,952.81,Active,3
P5,Rajasthan,Wind,2024-03-23 08:00:00,2024,3,23,8,70.85,33.34,47.06,19.12,17.97,889.15,4.82,5840.98,232.87,31.11,0.93,49.97,30.01,1040.12,Active,1
P1,Karnataka,Hydro,2024-03-23 09:00:00,2024,3,23,9,114.59,21.61,18.86,17.05,13.31,967.24,2.44,6458.4,235.58,83.45,0.9,49.8,66.5,1022.15,Active,0
P2,Rajasthan,Hydro,2024-03-23 10:00:00,2024,3,23,10,257.39,102.8,39.94,31.79,8.87,464.76,0.32,4710.09,219.37,44.14,0.86,49.73,57.72,986.48,Inactive,0
P2,Maharashtra,Hydro,2024-03-23 11:00:00,2024,3,23,11,407.57,41.9,10.28,17.17,8.86,256.83,1.17,8117.61,235.72,82.18,0.95,49.83,95.78,1038.67,Inactive,3
P1,Maharashtra,Solar,2024-03-23 12:00:00,2024,3,23,12,169.68,39.06,23.02,15.75,19.72,628.33,3.15,7914.06,237.94,86.58,0.98,50.15,20.39,1013.34,Active,0
P2,Karnataka,Wind,2024-03-23 13:00:00,2024,3,23,13,456.01,416,91.23,41.61,2.1,452.29,3.25,9983.06,238.21,85.22,0.77,49.88,21.47,961.89,Active,0
P1,Karnataka,Hydro,2024-03-23 14:00:00,2024,3,23,14,368.64,44.06,11.95,42.51,2.81,843.59,3.31,6953.97,213.78,97.36,0.99,50.39,78.76,980.76,Active,0
P4,Karnataka,Hydro,2024-03-23 15:00:00,2024,3,23,15,447.08,294.45,65.86,23.96,11.43,281.24,3.4,2137.67,225.46,45.34,0.75,49.92,84.83,1045.32,Active,0
P4,Maharashtra,Solar,2024-03-23 16:00:00,2024,3,23,16,237.75,179.71,75.59,42.95,3.03,98.08,4.32,4868.45,234.75,91.85,0.8,50.12,48.95,1011.61,Inactive,3
P3,Rajasthan,Hydro,2024-03-23 17:00:00,2024,3,23,17,99.86,42.95,43.01,18.79,9.46,804.08,2.76,7525.36,215.85,76.59,0.88,49.98,77.12,963.69,Active,3
